dataset,method,num_samples,dev,test,seed
codex,RDS+ (RR),5000,1.0696342028677464,1.115037872279818,1
codex,RDS+ (RR),5000,1.0680108293890953,1.1154212528789365,2
codex,RDS+ (RR),10000,1.0837835408747196,1.1255963521229255,0
codex,RDS+ (RR),10000,1.1100908257067204,1.1412120812849418,1
codex,RDS+ (RR),10000,1.0844128839671612,1.127044801877157,2
codex,Random,500,0.8654809296131134,0.9010756189960081,0
codex,Random,500,0.8632684983313084,0.9018478116675003,1
codex,Random,500,0.8619044870138168,0.8987028647113491,2
codex,Random,1000,0.8808530941605568,0.9173943439649569,0
codex,Random,1000,0.8863933198153973,0.9217982364667429,1
codex,Random,1000,0.8878291323781013,0.9218209414063273,2
codex,Random,2500,0.930345393717289,0.9549064332166234,0
codex,Random,2500,0.9280288331210613,0.9598387014624234,1
codex,Random,2500,0.9252597354352474,0.9588453633761084,2
codex,Random,5000,0.9728617370128632,1.0008735087876384,0
codex,Random,5000,0.9551942348480225,0.9892878259557325,1
codex,Random,5000,0.9617562294006348,0.9878843074312081,2
codex,Random,10000,1.003345724195242,1.0406762204460196,0
codex,Random,10000,1.0045229122042656,1.0376500374562032,1
codex,Random,10000,1.016350343823433,1.0435774695832987,2
gsm8k,EMBED (RR),500,0.7866612747311592,6.129684787342456,0
gsm8k,EMBED (RR),500,0.7790353894233704,6.389037874632482,1
gsm8k,EMBED (RR),500,0.7894366979598999,6.3002874598166905,2
gsm8k,EMBED (RR),1000,0.7884323596954346,8.056008641515563,0
gsm8k,EMBED (RR),1000,0.8139420971274376,7.924127013688742,1
gsm8k,EMBED (RR),1000,0.8226929232478142,8.148042291832114,2
gsm8k,EMBED (RR),2500,0.8380273059010506,9.0799256182693,0
gsm8k,EMBED (RR),2500,0.838661327958107,9.209593275806233,1
gsm8k,EMBED (RR),2500,0.8071649372577667,9.144998354112857,2
gsm8k,EMBED (RR),5000,0.7772563472390175,9.36561810129786,0
gsm8k,EMBED (RR),5000,0.8412529602646828,9.29416444845684,1
gsm8k,EMBED (RR),5000,0.8218250647187233,9.380065753841327,2
gsm8k,EMBED (RR),10000,0.8165915086865425,8.548046606250384,0
gsm8k,EMBED (RR),10000,0.8500649929046631,8.671408220526844,1
gsm8k,EMBED (RR),10000,0.8259571343660355,9.041075108176022,2
gsm8k,LESS (DG),500,0.6872523985803127,7.35070066057976,0
gsm8k,LESS (DG),500,0.6884974464774132,7.262265094579215,1
gsm8k,LESS (DG),500,0.6857499778270721,6.969724397753295,2
gsm8k,LESS (DG),1000,0.7133578471839428,8.242690893806591,0
gsm8k,LESS (DG),1000,0.7328543290495872,8.048401566506156,1
gsm8k,LESS (DG),1000,0.6940390802919865,8.155881089455617,2
gsm8k,LESS (DG),2500,0.6966369189321995,9.355788219327543,0
gsm8k,LESS (DG),2500,0.6794278360903263,9.260033284650778,1
gsm8k,LESS (DG),2500,0.6858405396342278,9.499406463364203,2
gsm8k,LESS (DG),5000,0.6897748745977879,9.74719001399106,0
gsm8k,LESS (DG),5000,0.6795930601656437,9.42807438700736,1
gsm8k,LESS (DG),5000,0.6689505875110626,9.763328103426282,2
gsm8k,LESS (DG),10000,0.6894255988299847,9.748073563781809,0
gsm8k,LESS (DG),10000,0.6669784896075726,9.499390413039919,1
gsm8k,LESS (DG),10000,0.6747632399201393,9.559343431283345,2
gsm8k,LESS (KNN-KDE),500,0.8062753304839134,6.552972501475672,0
gsm8k,LESS (KNN-KDE),500,0.8053026124835014,6.52434877629891,1
gsm8k,LESS (KNN-KDE),500,0.8148448541760445,6.66030596981815,2
gsm8k,LESS (KNN-KDE),1000,0.7776251286268234,6.607433084107602,0
gsm8k,LESS (KNN-KDE),1000,0.7797320559620857,6.701646782757208,1
gsm8k,LESS (KNN-KDE),1000,0.749079667031765,6.586260971469893,2
gsm8k,LESS (KNN-KDE),2500,0.7084705084562302,7.141461491313642,0
gsm8k,LESS (KNN-KDE),2500,0.6990159153938293,7.567779015735571,1
gsm8k,LESS (KNN-KDE),2500,0.7223229929804802,6.9479592596607915,2
gsm8k,LESS (KNN-KDE),5000,0.6504910886287689,7.894156347177894,0
gsm8k,LESS (KNN-KDE),5000,0.6710194125771523,8.413738837831394,1
gsm8k,LESS (KNN-KDE),5000,0.6731631457805634,8.269171143228851,2
gsm8k,LESS (KNN-KDE),10000,0.6285979561507702,9.202758125684042,0
gsm8k,LESS (KNN-KDE),10000,0.6480771116912365,9.63938214021528,1
gsm8k,LESS (KNN-KDE),10000,0.6281230300664902,8.63898931352183,2
gsm8k,LESS (KNN-Unif.),500,0.8137543573975563,6.7399572015622065,0
gsm8k,LESS (KNN-Unif.),500,0.8138258680701256,6.682342573040087,1
gsm8k,LESS (KNN-Unif.),500,0.8083675280213356,6.646130998176187,2
gsm8k,LESS (KNN-Unif.),1000,0.7837541773915291,6.718120686297529,0
gsm8k,LESS (KNN-Unif.),1000,0.7994843050837517,6.645076431226694,1
gsm8k,LESS (KNN-Unif.),1000,0.7772233188152313,6.672673467798067,2
gsm8k,LESS (KNN-Unif.),2500,0.7050162702798843,7.348782977342063,0
gsm8k,LESS (KNN-Unif.),2500,0.691084735095501,7.536822728264775,1
gsm8k,LESS (KNN-Unif.),2500,0.6996684893965721,7.375455616097092,2
gsm8k,LESS (KNN-Unif.),5000,0.6455248445272446,8.584238777927055,0
gsm8k,LESS (KNN-Unif.),5000,0.642689373344183,8.152510776946363,1
gsm8k,LESS (KNN-Unif.),5000,0.6390057541429996,7.8908385004935795,2
gsm8k,LESS (KNN-Unif.),10000,0.6199632287025452,8.494481685759897,0
gsm8k,LESS (KNN-Unif.),10000,0.6397329457104206,8.660579942048184,1
gsm8k,LESS (KNN-Unif.),10000,0.6505611203610897,8.751744064623159,2
gsm8k,LESS (RR),500,0.8231571242213249,6.818880146068547,0
gsm8k,LESS (RR),500,0.8283113911747932,6.869307689363076,1
gsm8k,LESS (RR),500,0.8258653581142426,6.722366587694528,2
gsm8k,LESS (RR),1000,0.8125266507267952,7.210149442182517,0
gsm8k,LESS (RR),1000,0.8436603471636772,6.960383400761602,1
gsm8k,LESS (RR),1000,0.8389299139380455,7.1078820861226415,2
gsm8k,LESS (RR),2500,0.7582060545682907,7.085229442190093,0
gsm8k,LESS (RR),2500,0.707378625869751,6.943845710038596,1
gsm8k,LESS (RR),2500,0.7520990297198296,6.905687135128111,2
gsm8k,LESS (RR),5000,0.6787374541163445,7.959373533047899,0
gsm8k,LESS (RR),5000,0.726846843957901,8.068383869933214,1
gsm8k,LESS (RR),5000,0.6651064269244671,7.786802995918916,2
gsm8k,LESS (RR),10000,0.6563437320291996,9.324810398808928,0
gsm8k,LESS (RR),10000,0.6599064841866493,9.11958511170336,1
gsm8k,LESS (RR),10000,0.6806517094373703,9.24929228273642,2
gsm8k,LESS (UOT),500,0.7636972367763519,6.614167232780948,0
gsm8k,LESS (UOT),500,0.7661630511283875,6.636537420650248,1
gsm8k,LESS (UOT),500,0.7574408277869225,6.64964810730021,2
gsm8k,LESS (UOT),1000,0.7018721178174019,7.677844616931166,0
gsm8k,LESS (UOT),1000,0.6999881416559219,7.636788906158147,1
gsm8k,LESS (UOT),1000,0.7120412103831768,7.944158454299244,2
gsm8k,LESS (UOT),2500,0.6687010452151299,8.932184792721786,0
gsm8k,LESS (UOT),2500,0.6670974344015121,9.032572992467989,1
gsm8k,LESS (UOT),2500,0.6769759245216846,8.920554863132248,2
gsm8k,LESS (UOT),5000,0.6408494114875793,9.21797235523597,0
gsm8k,LESS (UOT),5000,0.6437851898372173,9.194341766192572,1
gsm8k,LESS (UOT),5000,0.6322657130658627,9.243395449809725,2
gsm8k,LESS (UOT),10000,0.6532116048038006,9.340200646164021,0
gsm8k,LESS (UOT),10000,0.6357910148799419,9.581125198845795,1
gsm8k,LESS (UOT),10000,0.626321692019701,8.901247925429384,2
gsm8k,RDS+ (RR),500,0.8893249407410622,6.943323238045994,0
gsm8k,RDS+ (RR),500,0.88722313195467,6.994553470358512,1
gsm8k,RDS+ (RR),500,0.8853629603981972,6.976526416188573,2
gsm8k,RDS+ (RR),1000,0.9333801940083504,7.644570763676884,0
gsm8k,RDS+ (RR),1000,0.9314746260643005,7.670885071056733,1
gsm8k,RDS+ (RR),1000,0.9348278492689133,7.610086107723997,2
gsm8k,RDS+ (RR),2500,0.8867673501372337,7.659226173157942,0
gsm8k,RDS+ (RR),2500,0.8712954595685005,7.269827772759415,1
gsm8k,RDS+ (RR),2500,0.868181012570858,7.225867827432096,2
gsm8k,RDS+ (RR),5000,0.8778150677680969,7.151854729815086,0
gsm8k,RDS+ (RR),5000,0.8735256344079971,7.198169825201779,1
gsm8k,RDS+ (RR),5000,0.8608275726437569,7.2325738058386655,2
gsm8k,RDS+ (RR),10000,0.8762226924300194,8.821817875631476,0
gsm8k,RDS+ (RR),10000,0.8631485402584076,7.667965120578734,1
gsm8k,RDS+ (RR),10000,0.8661858066916466,8.055380497672868,2
gsm8k,Random,500,0.7731743231415749,5.585031114806724,0
gsm8k,Random,500,0.7876999452710152,5.7585607690283345,1
gsm8k,Random,500,0.7992404624819756,5.537215783254408,2
gsm8k,Random,1000,0.7880238369107246,5.717728466676708,0
gsm8k,Random,1000,0.7996944040060043,5.808300443631939,1
gsm8k,Random,1000,0.777139350771904,5.909322825230099,2
gsm8k,Random,2500,0.7480114549398422,5.912042572247069,0
gsm8k,Random,2500,0.7471962198615074,5.948091057776682,1
gsm8k,Random,2500,0.7900973036885262,5.996318008250771,2
gsm8k,Random,5000,0.7230696827173233,7.109899678494191,0
gsm8k,Random,5000,0.7365973815321922,6.990890635786136,1
gsm8k,Random,5000,0.7382986024022102,6.971418427191872,2
gsm8k,Random,10000,0.7567181810736656,7.407948638382421,0
gsm8k,Random,10000,0.747233621776104,7.085657140176526,1
gsm8k,Random,10000,0.7346830889582634,7.49733717356603,2
mmlu_pro,EMBED (RR),500,1.7652499445847103,5.421430374119193,0
mmlu_pro,EMBED (RR),500,1.756553179877145,5.130148699150441,1
mmlu_pro,EMBED (RR),500,1.7607228824070522,5.219540799868867,2
mmlu_pro,EMBED (RR),1000,1.742624329669135,4.9566353940543655,0
mmlu_pro,EMBED (RR),1000,1.7470639441694533,4.961545739996623,1
mmlu_pro,EMBED (RR),1000,1.741117176413536,4.856775200509644,2
mmlu_pro,EMBED (RR),2500,1.7417951720101492,4.231295566133996,0
mmlu_pro,EMBED (RR),2500,1.7379901511328562,4.450826528561401,1
mmlu_pro,EMBED (RR),2500,1.74924419096538,4.617381006300925,2
mmlu_pro,EMBED (RR),5000,1.7707637582506452,3.853240775657778,0
mmlu_pro,EMBED (RR),5000,1.7575379286493573,4.049474424454681,1
mmlu_pro,EMBED (RR),5000,1.7716910098280225,4.012757291997525,2
mmlu_pro,EMBED (RR),10000,1.7922442291464125,3.969371800707217,0
mmlu_pro,EMBED (RR),10000,1.7817251060690198,4.266074618304822,1
mmlu_pro,EMBED (RR),10000,1.7908473644937788,4.254138897807199,2
mmlu_pro,LESS (DG),500,1.7162268340587616,3.45563944010064,0
mmlu_pro,LESS (DG),500,1.717887543780463,3.3146311635488366,1
mmlu_pro,LESS (DG),500,1.7137172886303493,3.4485666525173695,2
mmlu_pro,LESS (DG),1000,1.7035728803702763,4.0360251560787415,0
mmlu_pro,LESS (DG),1000,1.705799858059202,4.1586481647347995,1
mmlu_pro,LESS (DG),1000,1.711032374416079,3.9766037995590175,2
mmlu_pro,LESS (DG),2500,1.7041238214288439,4.502493024972129,0
mmlu_pro,LESS (DG),2500,1.7061983010598591,4.679187655567806,1
mmlu_pro,LESS (DG),2500,1.7022932197366443,4.323613089231893,2
mmlu_pro,LESS (DG),5000,1.7031980548586165,4.721370905816079,0
mmlu_pro,LESS (DG),5000,1.700190378512655,4.866683763134828,1
mmlu_pro,LESS (DG),5000,1.70641761975629,4.55599518980276,2
mmlu_pro,LESS (DG),10000,1.7060935573918479,4.638313055543744,0
mmlu_pro,LESS (DG),10000,1.7060394993850163,4.6672500438116336,1
mmlu_pro,LESS (DG),10000,1.70289146900177,4.58693975389519,2
mmlu_pro,LESS (KNN-KDE),500,1.664300359572683,4.057064387491567,0
mmlu_pro,LESS (KNN-KDE),500,1.6662352515118464,3.979772336870194,1
mmlu_pro,LESS (KNN-KDE),500,1.6594231635332108,3.997628071503912,2
mmlu_pro,LESS (KNN-KDE),1000,1.6346650191715786,4.608956690956938,0
mmlu_pro,LESS (KNN-KDE),1000,1.642156617130552,4.45760181637362,1
mmlu_pro,LESS (KNN-KDE),1000,1.6477878115006857,4.607863272441194,2
