dataset,method,num_samples,dev,test,seed
codex,EMBED (RR),500,0.6800715979188681,0.8044158016910424,0
codex,EMBED (RR),500,0.6559884771704674,0.7815932774463216,1
codex,EMBED (RR),500,0.657016335055232,0.7860225716958175,2
codex,EMBED (RR),1000,0.7510928977280855,0.8535755063230926,0
codex,EMBED (RR),1000,0.7453115601092577,0.8513521804801516,1
codex,EMBED (RR),1000,0.7476035431027412,0.84410273454882,2
codex,EMBED (RR),2500,0.8425445109605789,0.9333378630312713,0
codex,EMBED (RR),2500,0.8465360887348652,0.936226212092348,1
codex,EMBED (RR),2500,0.8567335158586502,0.9371921407008493,2
codex,EMBED (RR),5000,0.8552180975675583,0.9266256122170268,0
codex,EMBED (RR),5000,0.85862797498703,0.9343628039633906,1
codex,EMBED (RR),5000,0.8632999416440725,0.9344871356277853,2
codex,EMBED (RR),10000,0.9143723994493484,0.9579857576739144,0
codex,EMBED (RR),10000,0.8878429941833019,0.9487991431677664,1
codex,EMBED (RR),10000,0.8775709196925163,0.9396816800172264,2
codex,LESS (DG),500,0.5875020120292902,0.6925490269991191,0
codex,LESS (DG),500,0.6016098130494356,0.7035558439187102,1
codex,LESS (DG),500,0.5905836019665003,0.6913767886926999,2
codex,LESS (DG),1000,0.6205135453492403,0.7143735403346049,0
codex,LESS (DG),1000,0.6335757300257683,0.7184436525646094,1
codex,LESS (DG),1000,0.6132497061043978,0.6999011462604677,2
codex,LESS (DG),2500,0.6479941178113222,0.7550693854085497,0
codex,LESS (DG),2500,0.6541377957910299,0.7591629049463852,1
codex,LESS (DG),2500,0.6366223506629467,0.7389639585807517,2
codex,LESS (DG),5000,0.6760190036147833,0.7831657664800012,0
codex,LESS (DG),5000,0.6754611413925886,0.7780713900118261,1
codex,LESS (DG),5000,0.6810501180589199,0.7847451344132423,2
codex,LESS (DG),10000,0.6850993800908327,0.7910764634206489,0
codex,LESS (DG),10000,0.6908750459551811,0.7935618278948037,1
codex,LESS (DG),10000,0.7033832408487797,0.8051905308824938,2
codex,LESS (KNN-KDE),500,0.531876603141427,0.629785602660598,0
codex,LESS (KNN-KDE),500,0.5063386466354132,0.6028000785893685,1
codex,LESS (KNN-KDE),500,0.5360019207000732,0.623789931974701,2
codex,LESS (KNN-KDE),1000,0.5884723607450724,0.6766140250539457,0
codex,LESS (KNN-KDE),1000,0.6203978713601828,0.7033803493187234,1
codex,LESS (KNN-KDE),1000,0.6113777980208397,0.7010007069723027,2
codex,LESS (KNN-KDE),2500,0.6406013313680887,0.7314975796317732,0
codex,LESS (KNN-KDE),2500,0.6144606210291386,0.7105756833947994,1
codex,LESS (KNN-KDE),2500,0.6221212167292833,0.71959792782326,2
codex,LESS (KNN-KDE),5000,0.6560308523476124,0.7505364566034561,0
codex,LESS (KNN-KDE),5000,0.6473062820732594,0.7452957104589488,1
codex,LESS (KNN-KDE),5000,0.6475904528051615,0.7509857542007357,2
codex,LESS (KNN-KDE),10000,0.6853728052228689,0.7702573674756128,0
codex,LESS (KNN-KDE),10000,0.7054121177643538,0.794919269411145,1
codex,LESS (KNN-KDE),10000,0.6915885377675295,0.7812116215559276,2
codex,LESS (KNN-Unif.),500,0.506658086553216,0.6040519730162781,0
codex,LESS (KNN-Unif.),500,0.5143305361270905,0.6069766861965528,1
codex,LESS (KNN-Unif.),500,0.5053047183901072,0.6021759630357092,2
codex,LESS (KNN-Unif.),1000,0.5809864848852158,0.6788016073405743,0
codex,LESS (KNN-Unif.),1000,0.6013929396867752,0.6883084705552539,1
codex,LESS (KNN-Unif.),1000,0.6056970097124577,0.691010316984879,2
codex,LESS (KNN-Unif.),2500,0.6429903786629438,0.7363485976852275,0
codex,LESS (KNN-Unif.),2500,0.626538222655654,0.7192125732230173,1
codex,LESS (KNN-Unif.),2500,0.6377697959542274,0.7330703427259987,2
codex,LESS (KNN-Unif.),5000,0.6604245454072952,0.7580560253479997,0
