dataset,method,num_samples,seed,true_metric
mmlu_pro,RDS+ (RR),5000,0,34.3251329787234
mmlu_pro,RDS+ (RR),5000,1,34.466422872340424
mmlu_pro,RDS+ (RR),5000,2,33.602061170212764
mmlu_pro,RDS+ (RR),10000,0,35.70478723404255
mmlu_pro,RDS+ (RR),10000,1,36.843417553191486
mmlu_pro,RDS+ (RR),10000,2,36.22007978723404
mmlu_pro,LESS (DG),500,0,0.0
mmlu_pro,LESS (DG),500,1,0.0
mmlu_pro,LESS (DG),500,2,0.0
mmlu_pro,LESS (DG),1000,0,3.0668218085106385
mmlu_pro,LESS (DG),1000,1,4.571143617021277
mmlu_pro,LESS (DG),1000,2,2.210771276595745
mmlu_pro,LESS (DG),2500,0,14.054188829787234
mmlu_pro,LESS (DG),2500,1,14.552859042553193
mmlu_pro,LESS (DG),2500,2,27.38530585106383
mmlu_pro,LESS (DG),5000,0,30.244348404255316
